time,flux
131.51183908668463,1.0000661611557007
131.55270820136502,0.999972403049469
131.59357711598568,0.9999892115592957
131.63444613049796,0.9996931552886963
131.67531524500373,1.0004029273986816
131.71618415944977,1.0008846521377563
131.75705327383912,1.0003355741500854
131.79792218817602,1.0001535415649414
131.8387912024482,1.0000452995300293
131.87966021666216,1.0004281997680664
131.9205292308252,1.0007702112197876
131.96139824492275,1.000134825706482
132.0022672589621,0.9999088644981384
132.0431362729505,1.0007203817367554
132.08400518681447,1.0004470348358154
132.12487430067995,1.0003068447113037
132.16574321449298,1.000015139579773
132.20661232824204,0.9998612999916077
132.24748124188045,1.0003156661987305
132.28835025545413,0.9997766613960266
132.32921936902858,1.0003982782363892
132.37008828249236,1.000044584274292
132.41095729589142,1.0000929832458496
132.45182630917407,0.9995734095573425
132.492695322464,1.0003008842468262
132.53356423562946,0.9999828934669495
132.57443334879645,1.0007132291793823
132.61530236185354,1.0004063844680786
132.65617137478694,0.9998499155044556
132.69704038772034,1.0002660751342773
132.73790930054383,1.0003985166549683
132.77877841324516,0.9997163414955139
132.81964732594497,0.9991304278373718
132.8605163385364,0.9998425841331482
132.9013854510631,1.0000066757202148
132.94225436347187,0.9999683499336243
132.98312347588944,0.9999796152114868
133.0239923881236,1.000064730644226
133.0648614003585,1.000146746635437
133.10573041248426,1.0002081394195557
133.14659942448634,1.0000133514404297
133.1874684364302,1.0005093812942505
133.22833744832315,1.000112771987915
133.2692064600924,1.0001890659332275
133.31007547180343,0.9997154474258423
133.35094448340533,1.0003756284713745
133.39181349494174,1.000563621520996
133.43268250641995,1.0000332593917847
133.47355141773005,0.9999020099639893
133.5144205290344,1.0006805658340454
133.55528954016336,0.9992329478263855
133.59615845124063,1.0003235340118408
133.63702756225393,1.000017523765564
133.6778964731493,1.0006309747695923
133.71876558393706,1.0000503063201904
133.7596344946578,1.0000576972961426
133.8005035052629,1.0003632307052612
133.84137251575885,0.9999534487724304
133.88224152618932,0.9997093677520752
133.92311053650337,0.9996917247772217
133.9639795467083,0.9999544620513916
134.00484855684772,0.9994459748268127
134.04571746686997,1.0002068281173706
134.0865865767846,1.0001230239868164
134.12745548663224,1.0002315044403076
134.16832459636498,0.9995341897010803
134.20919360598782,1.0000897645950317
134.2500625154862,0.99981689453125
134.2909316248697,1.0005240440368652
134.33180053420074,0.9999969005584717
134.37266954335064,1.000470757484436
134.43397305699182,0.9999442100524902
134.47484206585068,0.9999967217445374
134.51571107471682,1.0000849962234497
134.5565799834585,0.999815046787262
134.59744909196888,0.999439537525177
134.63831800048501,0.9992094039916992
134.67918710887898,0.9991804361343384
134.72005611715576,1.0001970529556274
134.76092502532265,1.0002014636993408
134.80179413325095,0.9999372363090515
134.842663041185,0.9999669194221497
134.8835321489969,0.9998933672904968
134.92440105669084,0.9997619986534119
134.9652701642699,1.000279426574707
135.00613917173905,1.0001492500305176
135.04700807896734,1.0003294944763184
135.08787718619715,1.0000864267349243
135.1287460933163,0.9999210238456726
135.16961520031327,1.0004304647445679
135.2104841070759,1.0005979537963867
135.25135311384656,0.9997920989990234
135.29222202037636,0.9999870657920837
135.33309112690768,0.999448299407959
135.37396013321268,1.0001517534255981
135.414829139394,0.9994401931762695
135.4556981455753,0.9997063875198364
135.4965670515303,0.9995777010917664
135.53743615736312,1.0001718997955322
135.57830506296887,0.9999744892120361
135.6191740685681,0.9998687505722046
135.66004317405168,0.9992774724960327
135.70091207930818,0.9994542002677917
135.74178118444252,0.9995333552360535
135.78265008957533,0.9990942478179932
135.82351909448334,1.0000736713409424
135.86438809915126,1.0000213384628296
135.90525710381917,0.9995168447494507
135.94612600826076,0.9995693564414978
135.9869951126966,0.9994877576828003
136.02786411689885,0.9992257356643677
136.0687330209912,0.9995547533035278
136.10960212496138,0.9992501139640808
136.1504710286972,0.9993090033531189
136.19134013232542,0.9995672106742859
136.23220903582842,0.9994518756866455
136.27307803921576,0.9989003539085388
136.31394714249473,0.9990617632865906
136.35481604553206,0.9988723397254944
136.39568504845374,0.9987879991531372
136.43655405126628,0.9990328550338745
136.47742305395514,0.999433159828186
136.51829205641116,0.9997275471687317
136.55916105875804,0.9993345737457275
136.60003006098123,0.9989458322525024
136.64089906297158,0.9995823502540588
136.6817680648528,0.9994512796401978
136.72263706661033,0.9996108412742615
136.76350606813503,0.9995421171188354
136.80437496966624,0.9996566772460938
136.84524407095887,0.9986476898193359
136.88611297201714,0.998314380645752
136.9269820729678,0.9992201328277588
136.967851073794,0.9991467595100403
137.00871997450304,0.9993297457695007
137.04958907498803,0.9990777373313904
137.0904579752314,0.999279797077179
137.13132697547553,0.9992231130599976
137.1721959754941,0.9995480179786682
137.21306497527257,0.9989684224128723
137.25393387505028,0.998836100101471
137.29480297448754,0.9992262721061707
137.33567197391676,0.9989943504333496
137.39697537265602,0.9991180300712585
137.43784447162034,0.9990500807762146
137.47871347035834,0.9995477795600891
137.5195823689719,0.9995110034942627
137.56045146747056,0.9995414614677429
137.60132036574214,0.9993675947189331
137.64218946377514,0.9989656805992126
137.6830583616902,0.9989619255065918
137.72392735949688,0.9990516901016235
137.76479645706422,0.998978316783905
137.80566535451362,0.999149739742279
137.84653435173823,0.9990973472595215
137.88740334883914,0.9990754127502441
137.92827234570723,0.9986135959625244
137.9691412424654,0.9984731674194336
138.010010338985,0.9979942440986633
138.05087923539395,0.9992212057113647
138.0917483315643,0.998640239238739
138.13261732750107,0.9987149238586426
138.17348622332065,0.998725950717926
138.21435531903262,0.9985439777374268
138.25522421450296,0.999064028263092
138.296093309742,0.9988852739334106
138.33696220487036,0.9987180233001709
138.37783129976015,0.9986051321029663
138.41870029453275,0.9986410140991211
138.45956918907905,0.9992160797119141
138.50043828338676,0.9993632435798645
138.54130717757653,0.9989193677902222
138.5821761715415,0.998875081539154
138.6230451653828,0.9991044998168945
138.66391415899125,0.9992011189460754
138.7047830523734,0.9989516139030457
138.74565214563336,0.9985798001289368
138.78652113865974,0.99956876039505
138.8273900314598,0.9992227554321289
138.8682591241377,0.9992868900299072
138.9091280165885,0.9991570115089417
138.94999710880074,0.9986212253570557
138.99086600089504,0.9985094666481018
139.03173499276454,0.9987621307373047
139.0726040843947,0.999240517616272
139.11347297590692,0.9991888403892517
